Country,Coffee type,Year Start,Year End,Total Production
Tanzania,Arabica/Robusta,1199145600,1230681600,71160000.0
Zambia,Arabica,1199145600,1230681600,2100000.0
Cameroon,Robusta/Arabica,1199145600,1230681600,43500000.0
Central African Republic,Robusta,1199145600,1230681600,3600000.0
Colombia,Arabica,1199145600,1230681600,519840000.0
Costa Rica,Arabica,1199145600,1230681600,90000000.0
Côte d'Ivoire,Robusta,1199145600,1230681600,151560000.0
Democratic Republic of Congo,Robusta/Arabica,1199145600,1230681600,25320000.0
El Salvador,Arabica,1199145600,1230681600,87000000.0
Equatorial Guinea,Robusta,1199145600,1230681600,0.0
Ethiopia,Arabica,1199145600,1230681600,296940000.0
Gabon,Robusta,1199145600,1230681600,120000.0
Ghana,Robusta,1199145600,1230681600,1560000.0
Guatemala,Arabica/Robusta,1199145600,1230681600,227100000.0
Guinea,Robusta,1199145600,1230681600,30300000.0
Guyana,Robusta,1199145600,1230681600,600000.0
Honduras,Arabica,1199145600,1230681600,207000000.0
India,Robusta/Arabica,1199145600,1230681600,244320000.0
Jamaica,Arabica,1199145600,1230681600,1920000.0
Kenya,Arabica,1199145600,1230681600,32460000.0
Lao People's Democratic Republic,Robusta,1199145600,1230681600,24360000.0
Liberia,Robusta,1199145600,1230681600,720000.0
Mexico,Arabica/Robusta,1199145600,1230681600,279060000.0
Nepal,Arabica,1199145600,1230681600,60000.0
Nicaragua,Arabica,1199145600,1230681600,86700000.0
Nigeria,Robusta,1199145600,1230681600,3000000.0
Panama,Arabica,1199145600,1230681600,8940000.0
Sierra Leone,Robusta,1199145600,1230681600,5160000.0
Sri Lanka,Robusta/Arabica,1199145600,1230681600,1860000.0
Thailand,Robusta/Arabica,1199145600,1230681600,40500000.0
Togo,Robusta,1199145600,1230681600,8280000.0
Trinidad & Tobago,Robusta,1199145600,1230681600,660000.0
Uganda,Robusta/Arabica,1199145600,1230681600,200100000.0
Venezuela,Arabica,1199145600,1230681600,55920000.0
Viet Nam,Robusta/Arabica,1199145600,1230681600,1106280000.0
Yemen,Arabica,1199145600,1230681600,13200000.0
Angola,Robusta/Arabica,1230768000,1262217600,780000.0
Bolivia,Arabica,1230768000,1262217600,7680000.0
Brazil,Arabica/Robusta,1230768000,1262217600,2638620000.0
Burundi,Arabica/Robusta,1230768000,1262217600,6720000.0
Ecuador,Arabica/Robusta,1230768000,1262217600,48780000.0
Indonesia,Robusta/Arabica,1230768000,1262217600,682800000.0
Madagascar,Robusta,1230768000,1262217600,27420000.0
Malawi,Arabica,1230768000,1262217600,1020000.0
Papua New Guinea,Arabica/Robusta,1230768000,1262217600,62280000.0
Paraguay,Arabica,1230768000,1262217600,1200000.0
Peru,Arabica,1230768000,1262217600,197160000.0
Rwanda,Arabica,1230768000,1262217600,15540000.0
Timor-Leste,Arabica,1230768000,1262217600,2820000.0
Zimbabwe,Arabica,1230768000,1262217600,1260000.0
Congo,Robusta,1230768000,1262217600,180000.0
Cuba,Arabica,1230768000,1262217600,5520000.0
Dominican Republic,Arabica/Robusta,1230768000,1262217600,21120000.0
Haiti,Arabica,1230768000,1262217600,21060000.0
Philippines,Robusta/Arabica,1230768000,1262217600,43800000.0
Tanzania,Arabica/Robusta,1230768000,1262217600,40500000.0
Zambia,Arabica,1230768000,1262217600,1680000.0
Cameroon,Robusta/Arabica,1230768000,1262217600,54120000.0
Central African Republic,Robusta,1230768000,1262217600,6720000.0
Colombia,Arabica,1230768000,1262217600,485880000.0
Costa Rica,Arabica,1230768000,1262217600,88620000.0
Côte d'Ivoire,Robusta,1230768000,1262217600,119340000.0
Democratic Republic of Congo,Robusta/Arabica,1230768000,1262217600,20760000.0
El Salvador,Arabica,1230768000,1262217600,64500000.0
Equatorial Guinea,Robusta,1230768000,1262217600,0.0
Ethiopia,Arabica,1230768000,1262217600,409800000.0
Gabon,Robusta,1230768000,1262217600,0.0
Ghana,Robusta,1230768000,1262217600,1140000.0
Guatemala,Arabica/Robusta,1230768000,1262217600,230100000.0
Guinea,Robusta,1230768000,1262217600,29940000.0
Guyana,Robusta,1230768000,1262217600,540000.0
Honduras,Arabica,1230768000,1262217600,216180000.0
India,Robusta/Arabica,1230768000,1262217600,289620000.0
Jamaica,Arabica,1230768000,1262217600,1500000.0
Kenya,Arabica,1230768000,1262217600,37800000.0
Lao People's Democratic Republic,Robusta,1230768000,1262217600,26040000.0
Liberia,Robusta,1230768000,1262217600,780000.0
Mexico,Arabica/Robusta,1230768000,1262217600,246540000.0
Nepal,Arabica,1230768000,1262217600,60000.0
Nicaragua,Arabica,1230768000,1262217600,112260000.0
Nigeria,Robusta,1230768000,1262217600,2040000.0
Panama,Arabica,1230768000,1262217600,8280000.0
Sierra Leone,Robusta,1230768000,1262217600,5460000.0
Sri Lanka,Robusta/Arabica,1230768000,1262217600,1920000.0
Thailand,Robusta/Arabica,1230768000,1262217600,47700000.0
Togo,Robusta,1230768000,1262217600,12120000.0
Trinidad & Tobago,Robusta,1230768000,1262217600,660000.0
Uganda,Robusta/Arabica,1230768000,1262217600,173640000.0
Venezuela,Arabica,1230768000,1262217600,72840000.0
Viet Nam,Robusta/Arabica,1230768000,1262217600,1069500000.0
Yemen,Arabica,1230768000,1262217600,8100000.0
Angola,Robusta/Arabica,1262304000,1293753600,2100000.0
Bolivia,Arabica,1262304000,1293753600,7020000.0
Brazil,Arabica/Robusta,1262304000,1293753600,3325680000.0
Burundi,Arabica/Robusta,1262304000,1293753600,21180000.0
Ecuador,Arabica/Robusta,1262304000,1293753600,51240000.0
Indonesia,Robusta/Arabica,1262304000,1293753600,547740000.0
Madagascar,Robusta,1262304000,1293753600,31800000.0
Malawi,Arabica,1262304000,1293753600,1020000.0
Papua New Guinea,Arabica/Robusta,1262304000,1293753600,52020000.0
Paraguay,Arabica,1262304000,1293753600,1200000.0
Peru,Arabica,1262304000,1293753600,244140000.0
Rwanda,Arabica,1262304000,1293753600,19380000.0
Timor-Leste,Arabica,1262304000,1293753600,3600000.0
Zimbabwe,Arabica,1262304000,1293753600,600000.0
Congo,Robusta,1262304000,1293753600,180000.0
Cuba,Arabica,1262304000,1293753600,6480000.0
Dominican Republic,Arabica/Robusta,1262304000,1293753600,22680000.0
Haiti,Arabica,1262304000,1293753600,21000000.0
Philippines,Robusta/Arabica,1262304000,1293753600,11340000.0
Tanzania,Arabica/Robusta,1262304000,1293753600,50760000.0
Zambia,Arabica,1262304000,1293753600,780000.0
Cameroon,Robusta/Arabica,1262304000,1293753600,31620000.0
Central African Republic,Robusta,1262304000,1293753600,4680000.0
Colombia,Arabica,1262304000,1293753600,511380000.0
Costa Rica,Arabica,1262304000,1293753600,96840000.0
Côte d'Ivoire,Robusta,1262304000,1293753600,50220000.0
Democratic Republic of Congo,Robusta/Arabica,1262304000,1293753600,18300000.0
El Salvador,Arabica,1262304000,1293753600,112380000.0
Equatorial Guinea,Robusta,1262304000,1293753600,0.0
Ethiopia,Arabica,1262304000,1293753600,333600000.0
Gabon,Robusta,1262304000,1293753600,120000.0
Ghana,Robusta,1262304000,1293753600,4140000.0
Guatemala,Arabica/Robusta,1262304000,1293753600,237000000.0
Guinea,Robusta,1262304000,1293753600,23160000.0
Guyana,Robusta,1262304000,1293753600,540000.0
Honduras,Arabica,1262304000,1293753600,259860000.0
India,Robusta/Arabica,1262304000,1293753600,336000000.0
Jamaica,Arabica,1262304000,1293753600,1260000.0
Kenya,Arabica,1262304000,1293753600,38460000.0
Lao People's Democratic Republic,Robusta,1262304000,1293753600,32640000.0
Liberia,Robusta,1262304000,1293753600,600000.0
Mexico,Arabica/Robusta,1262304000,1293753600,240060000.0
Nepal,Arabica,1262304000,1293753600,180000.0
Nicaragua,Arabica,1262304000,1293753600,98280000.0
Nigeria,Robusta,1262304000,1293753600,2520000.0
Panama,Arabica,1262304000,1293753600,6840000.0
Sierra Leone,Robusta,1262304000,1293753600,1980000.0
Sri Lanka,Robusta/Arabica,1262304000,1293753600,2220000.0
Thailand,Robusta/Arabica,1262304000,1293753600,49680000.0
Togo,Robusta,1262304000,1293753600,9600000.0
Trinidad & Tobago,Robusta,1262304000,1293753600,600000.0
Uganda,Robusta/Arabica,1262304000,1293753600,196020000.0
Venezuela,Arabica,1262304000,1293753600,72120000.0
Viet Nam,Robusta/Arabica,1262304000,1293753600,1200000000.0
Yemen,Arabica,1262304000,1293753600,9660000.0
Angola,Robusta/Arabica,1293840000,1325289600,1740000.0
Bolivia,Arabica,1293840000,1325289600,7920000.0
Brazil,Arabica/Robusta,1293840000,1325289600,2915520000.0
Burundi,Arabica/Robusta,1293840000,1325289600,12240000.0
Ecuador,Arabica/Robusta,1293840000,1325289600,49500000.0
Indonesia,Robusta/Arabica,1293840000,1325289600,413340000.0
Madagascar,Robusta,1293840000,1325289600,35100000.0
Malawi,Arabica,1293840000,1325289600,1560000.0
Papua New Guinea,Arabica/Robusta,1293840000,1325289600,84840000.0
Paraguay,Arabica,1293840000,1325289600,1200000.0
Peru,Arabica,1293840000,1325289600,322380000.0
Rwanda,Arabica,1293840000,1325289600,15060000.0
Timor-Leste,Arabica,1293840000,1325289600,2820000.0
Zimbabwe,Arabica,1293840000,1325289600,540000.0
Congo,Robusta,1293840000,1325289600,180000.0
Cuba,Arabica,1293840000,1325289600,6000000.0
Dominican Republic,Arabica/Robusta,1293840000,1325289600,29460000.0
Haiti,Arabica,1293840000,1325289600,20940000.0
Philippines,Robusta/Arabica,1293840000,1325289600,10800000.0
Tanzania,Arabica/Robusta,1293840000,1325289600,38460000.0
Zambia,Arabica,1293840000,1325289600,660000.0
Cameroon,Robusta/Arabica,1293840000,1325289600,40140000.0
Central African Republic,Robusta,1293840000,1325289600,5460000.0
Colombia,Arabica,1293840000,1325289600,459180000.0
Costa Rica,Arabica,1293840000,1325289600,109860000.0
Côte d'Ivoire,Robusta,1293840000,1325289600,132960000.0
Democratic Republic of Congo,Robusta/Arabica,1293840000,1325289600,21420000.0
El Salvador,Arabica,1293840000,1325289600,69840000.0
Equatorial Guinea,Robusta,1293840000,1325289600,0.0
Ethiopia,Arabica,1293840000,1325289600,339000000.0
Gabon,Robusta,1293840000,1325289600,60000.0
Ghana,Robusta,1293840000,1325289600,1800000.0
Guatemala,Arabica/Robusta,1293840000,1325289600,231000000.0
Guinea,Robusta,1293840000,1325289600,23160000.0
Guyana,Robusta,1293840000,1325289600,600000.0
Honduras,Arabica,1293840000,1325289600,352920000.0
India,Robusta/Arabica,1293840000,1325289600,320040000.0
Jamaica,Arabica,1293840000,1325289600,1440000.0
Kenya,Arabica,1293840000,1325289600,45420000.0
Lao People's Democratic Republic,Robusta,1293840000,1325289600,30840000.0
Liberia,Robusta,1293840000,1325289600,600000.0
Mexico,Arabica/Robusta,1293840000,1325289600,273660000.0
Nepal,Arabica,1293840000,1325289600,120000.0
Nicaragua,Arabica,1293840000,1325289600,131580000.0
Nigeria,Robusta,1293840000,1325289600,2820000.0
Panama,Arabica,1293840000,1325289600,6360000.0
Sierra Leone,Robusta,1293840000,1325289600,4680000.0
Sri Lanka,Robusta/Arabica,1293840000,1325289600,2160000.0
Thailand,Robusta/Arabica,1293840000,1325289600,49860000.0
Togo,Robusta,1293840000,1325289600,9600000.0
Trinidad & Tobago,Robusta,1293840000,1325289600,660000.0
Uganda,Robusta/Arabica,1293840000,1325289600,186900000.0
Venezuela,Arabica,1293840000,1325289600,54120000.0
Viet Nam,Robusta/Arabica,1293840000,1325289600,1590000000.0
Yemen,Arabica,1293840000,1325289600,11100000.0
Angola,Robusta/Arabica,1325376000,1356912000,1980000.0
Bolivia,Arabica,1325376000,1356912000,6300000.0
Brazil,Arabica/Robusta,1325376000,1356912000,3325080000.0
Burundi,Arabica/Robusta,1325376000,1356912000,24360000.0
Ecuador,Arabica/Robusta,1325376000,1356912000,49680000.0
Indonesia,Robusta/Arabica,1325376000,1356912000,784200000.0
Madagascar,Robusta,1325376000,1356912000,30000000.0
Malawi,Arabica,1325376000,1356912000,1380000.0
Papua New Guinea,Arabica/Robusta,1325376000,1356912000,42960000.0
Paraguay,Arabica,1325376000,1356912000,1200000.0
Peru,Arabica,1325376000,1356912000,267000000.0
Rwanda,Arabica,1325376000,1356912000,15540000.0
Timor-Leste,Arabica,1325376000,1356912000,3660000.0
Zimbabwe,Arabica,1325376000,1356912000,420000.0
Congo,Robusta,1325376000,1356912000,180000.0
Cuba,Arabica,1325376000,1356912000,5280000.0
Dominican Republic,Arabica/Robusta,1325376000,1356912000,29280000.0
Haiti,Arabica,1325376000,1356912000,21000000.0
Philippines,Robusta/Arabica,1325376000,1356912000,10620000.0
Tanzania,Arabica/Robusta,1325376000,1356912000,69060000.0
Zambia,Arabica,1325376000,1356912000,300000.0
Cameroon,Robusta/Arabica,1325376000,1356912000,22260000.0
Central African Republic,Robusta,1325376000,1356912000,1380000.0
Colombia,Arabica,1325376000,1356912000,595620000.0
Costa Rica,Arabica,1325376000,1356912000,109380000.0
Côte d'Ivoire,Robusta,1325376000,1356912000,119640000.0
Democratic Republic of Congo,Robusta/Arabica,1325376000,1356912000,20040000.0
El Salvador,Arabica,1325376000,1356912000,74400000.0
Equatorial Guinea,Robusta,1325376000,1356912000,0.0
Ethiopia,Arabica,1325376000,1356912000,367920000.0
Gabon,Robusta,1325376000,1356912000,60000.0
Ghana,Robusta,1325376000,1356912000,1260000.0
Guatemala,Arabica/Robusta,1325376000,1356912000,225780000.0
Guinea,Robusta,1325376000,1356912000,14040000.0
Guyana,Robusta,1325376000,1356912000,600000.0
Honduras,Arabica,1325376000,1356912000,281160000.0
India,Robusta/Arabica,1325376000,1356912000,324180000.0
Jamaica,Arabica,1325376000,1356912000,1440000.0
Kenya,Arabica,1325376000,1356912000,52500000.0
Lao People's Democratic Republic,Robusta,1325376000,1356912000,32460000.0
Liberia,Robusta,1325376000,1356912000,600000.0
Mexico,Arabica/Robusta,1325376000,1356912000,259620000.0
Nepal,Arabica,1325376000,1356912000,60000.0
Nicaragua,Arabica,1325376000,1356912000,112380000.0
Nigeria,Robusta,1325376000,1356912000,2460000.0
Panama,Arabica,1325376000,1356912000,6960000.0
Sierra Leone,Robusta,1325376000,1356912000,3660000.0
Sri Lanka,Robusta/Arabica,1325376000,1356912000,2100000.0
Thailand,Robusta/Arabica,1325376000,1356912000,36480000.0
Togo,Robusta,1325376000,1356912000,5040000.0
Trinidad & Tobago,Robusta,1325376000,1356912000,720000.0
Uganda,Robusta/Arabica,1325376000,1356912000,234840000.0
Venezuela,Arabica,1325376000,1356912000,57120000.0
Viet Nam,Robusta/Arabica,1325376000,1356912000,1404120000.0
Yemen,Arabica,1325376000,1356912000,11280000.0
Angola,Robusta/Arabica,1356998400,1388448000,2100000.0
Bolivia,Arabica,1356998400,1388448000,7200000.0
Brazil,Arabica/Robusta,1356998400,1388448000,3281340000.0
Burundi,Arabica/Robusta,1356998400,1388448000,9780000.0
Ecuador,Arabica/Robusta,1356998400,1388448000,39960000.0
Indonesia,Robusta/Arabica,1356998400,1388448000,774060000.0
Madagascar,Robusta,1356998400,1388448000,35040000.0
Malawi,Arabica,1356998400,1388448000,1680000.0
Papua New Guinea,Arabica/Robusta,1356998400,1388448000,50100000.0
Paraguay,Arabica,1356998400,1388448000,1200000.0
Peru,Arabica,1356998400,1388448000,246360000.0
Rwanda,Arabica,1356998400,1388448000,15480000.0
Timor-Leste,Arabica,1356998400,1388448000,4800000.0
Zimbabwe,Arabica,1356998400,1388448000,540000.0
Congo,Robusta,1356998400,1388448000,180000.0
Cuba,Arabica,1356998400,1388448000,6420000.0
Dominican Republic,Arabica/Robusta,1356998400,1388448000,25500000.0
Haiti,Arabica,1356998400,1388448000,20700000.0
Philippines,Robusta/Arabica,1356998400,1388448000,11160000.0
Tanzania,Arabica/Robusta,1356998400,1388448000,48660000.0
Zambia,Arabica,1356998400,1388448000,660000.0
Cameroon,Robusta/Arabica,1356998400,1388448000,24240000.0
Central African Republic,Robusta,1356998400,1388448000,5400000.0
Colombia,Arabica,1356998400,1388448000,727440000.0
Costa Rica,Arabica,1356998400,1388448000,93120000.0
Côte d'Ivoire,Robusta,1356998400,1388448000,155880000.0
Democratic Republic of Congo,Robusta/Arabica,1356998400,1388448000,20820000.0
El Salvador,Arabica,1356998400,1388448000,30900000.0
Equatorial Guinea,Robusta,1356998400,1388448000,0.0
Ethiopia,Arabica,1356998400,1388448000,374520000.0
Gabon,Robusta,1356998400,1388448000,0.0
Ghana,Robusta,1356998400,1388448000,1500000.0
Guatemala,Arabica/Robusta,1356998400,1388448000,191340000.0
Guinea,Robusta,1356998400,1388448000,6060000.0
Guyana,Robusta,1356998400,1388448000,780000.0
Honduras,Arabica,1356998400,1388448000,274980000.0
India,Robusta/Arabica,1356998400,1388448000,304500000.0
Jamaica,Arabica,1356998400,1388448000,1200000.0
Kenya,Arabica,1356998400,1388448000,50580000.0
Lao People's Democratic Republic,Robusta,1356998400,1388448000,32640000.0
Liberia,Robusta,1356998400,1388448000,360000.0
Mexico,Arabica/Robusta,1356998400,1388448000,234960000.0
Nepal,Arabica,1356998400,1388448000,60000.0
Nicaragua,Arabica,1356998400,1388448000,123600000.0
Nigeria,Robusta,1356998400,1388448000,2460000.0
Panama,Arabica,1356998400,1388448000,6780000.0
Sierra Leone,Robusta,1356998400,1388448000,1920000.0
Sri Lanka,Robusta/Arabica,1356998400,1388448000,2220000.0
Thailand,Robusta/Arabica,1356998400,1388448000,38280000.0
Togo,Robusta,1356998400,1388448000,10320000.0
Trinidad & Tobago,Robusta,1356998400,1388448000,720000.0
Uganda,Robusta/Arabica,1356998400,1388448000,217980000.0
Venezuela,Arabica,1356998400,1388448000,48240000.0
Viet Nam,Robusta/Arabica,1356998400,1388448000,1656600000.0
Yemen,Arabica,1356998400,1388448000,11220000.0
Angola,Robusta/Arabica,1388534400,1419984000,2340000.0
Bolivia,Arabica,1388534400,1419984000,6000000.0
Brazil,Arabica/Robusta,1388534400,1419984000,3198300000.0
Burundi,Arabica/Robusta,1388534400,1419984000,14880000.0
Ecuador,Arabica/Robusta,1388534400,1419984000,38640000.0
Indonesia,Robusta/Arabica,1388534400,1419984000,656760000.0
Madagascar,Robusta,1388534400,1419984000,30060000.0
Malawi,Arabica,1388534400,1419984000,1500000.0
Papua New Guinea,Arabica/Robusta,1388534400,1419984000,47880000.0
Paraguay,Arabica,1388534400,1419984000,1200000.0
Peru,Arabica,1388534400,1419984000,172980000.0
Rwanda,Arabica,1388534400,1419984000,14280000.0
Timor-Leste,Arabica,1388534400,1419984000,6660000.0
Zimbabwe,Arabica,1388534400,1419984000,900000.0
Congo,Robusta,1388534400,1419984000,180000.0
Cuba,Arabica,1388534400,1419984000,6060000.0
Dominican Republic,Arabica/Robusta,1388534400,1419984000,23820000.0
Haiti,Arabica,1388534400,1419984000,20580000.0
Philippines,Robusta/Arabica,1388534400,1419984000,11580000.0
Tanzania,Arabica/Robusta,1388534400,1419984000,45180000.0
Zambia,Arabica,1388534400,1419984000,180000.0
Cameroon,Robusta/Arabica,1388534400,1419984000,28980000.0
Central African Republic,Robusta,1388534400,1419984000,3780000.0
Colombia,Arabica,1388534400,1419984000,799980000.0
Costa Rica,Arabica,1388534400,1419984000,88500000.0
Côte d'Ivoire,Robusta,1388534400,1419984000,103680000.0
Democratic Republic of Congo,Robusta/Arabica,1388534400,1419984000,20100000.0
El Salvador,Arabica,1388534400,1419984000,39900000.0
Equatorial Guinea,Robusta,1388534400,1419984000,0.0
Ethiopia,Arabica,1388534400,1419984000,382980000.0
Gabon,Robusta,1388534400,1419984000,60000.0
Ghana,Robusta,1388534400,1419984000,2100000.0
Guatemala,Arabica/Robusta,1388534400,1419984000,198600000.0
Guinea,Robusta,1388534400,1419984000,9900000.0
Guyana,Robusta,1388534400,1419984000,540000.0
Honduras,Arabica,1388534400,1419984000,316080000.0
India,Robusta/Arabica,1388534400,1419984000,327000000.0
Jamaica,Arabica,1388534400,1419984000,1260000.0
Kenya,Arabica,1388534400,1419984000,46200000.0
Lao People's Democratic Republic,Robusta,1388534400,1419984000,33120000.0
Liberia,Robusta,1388534400,1419984000,420000.0
Mexico,Arabica/Robusta,1388534400,1419984000,218160000.0
Nepal,Arabica,1388534400,1419984000,120000.0
Nicaragua,Arabica,1388534400,1419984000,113880000.0
Nigeria,Robusta,1388534400,1419984000,2580000.0
Panama,Arabica,1388534400,1419984000,6360000.0
Sierra Leone,Robusta,1388534400,1419984000,2760000.0
Sri Lanka,Robusta/Arabica,1388534400,1419984000,2160000.0
Thailand,Robusta/Arabica,1388534400,1419984000,50700000.0
Togo,Robusta,1388534400,1419984000,8580000.0
Trinidad & Tobago,Robusta,1388534400,1419984000,720000.0
Uganda,Robusta/Arabica,1388534400,1419984000,224640000.0
Venezuela,Arabica,1388534400,1419984000,39000000.0
Viet Nam,Robusta/Arabica,1388534400,1419984000,1634460000.0
Yemen,Arabica,1388534400,1419984000,10680000.0
Angola,Robusta/Arabica,1420070400,1451520000,2460000.0
Bolivia,Arabica,1420070400,1451520000,5040000.0
Brazil,Arabica/Robusta,1420070400,1451520000,3172260000.0
Burundi,Arabica/Robusta,1420070400,1451520000,16140000.0
Ecuador,Arabica/Robusta,1420070400,1451520000,38640000.0
Indonesia,Robusta/Arabica,1420070400,1451520000,755100000.0
Madagascar,Robusta,1420070400,1451520000,24840000.0
Malawi,Arabica,1420070400,1451520000,1260000.0
Papua New Guinea,Arabica/Robusta,1420070400,1451520000,42720000.0
Paraguay,Arabica,1420070400,1451520000,1200000.0
Peru,Arabica,1420070400,1451520000,198240000.0
Rwanda,Arabica,1420070400,1451520000,17580000.0
Timor-Leste,Arabica,1420070400,1451520000,3540000.0
Zimbabwe,Arabica,1420070400,1451520000,840000.0
Congo,Robusta,1420070400,1451520000,180000.0
Cuba,Arabica,1420070400,1451520000,6000000.0
Dominican Republic,Arabica/Robusta,1420070400,1451520000,24000000.0
Haiti,Arabica,1420070400,1451520000,20460000.0
Philippines,Robusta/Arabica,1420070400,1451520000,12480000.0
Tanzania,Arabica/Robusta,1420070400,1451520000,55800000.0
Zambia,Arabica,1420070400,1451520000,240000.0
Cameroon,Robusta/Arabica,1420070400,1451520000,23460000.0
Central African Republic,Robusta,1420070400,1451520000,6000000.0
Colombia,Arabica,1420070400,1451520000,840540000.0
Costa Rica,Arabica,1420070400,1451520000,86400000.0
Côte d'Ivoire,Robusta,1420070400,1451520000,77340000.0
Democratic Republic of Congo,Robusta/Arabica,1420070400,1451520000,22260000.0
El Salvador,Arabica,1420070400,1451520000,33900000.0
Equatorial Guinea,Robusta,1420070400,1451520000,0.0
Ethiopia,Arabica,1420070400,1451520000,390900000.0
Gabon,Robusta,1420070400,1451520000,60000.0
Ghana,Robusta,1420070400,1451520000,2160000.0
Guatemala,Arabica/Robusta,1420070400,1451520000,204600000.0
Guinea,Robusta,1420070400,1451520000,17160000.0
Guyana,Robusta,1420070400,1451520000,660000.0
Honduras,Arabica,1420070400,1451520000,347160000.0
India,Robusta/Arabica,1420070400,1451520000,349800000.0
Jamaica,Arabica,1420070400,1451520000,1200000.0
Kenya,Arabica,1420070400,1451520000,47940000.0
Lao People's Democratic Republic,Robusta,1420070400,1451520000,32100000.0
Liberia,Robusta,1420070400,1451520000,600000.0
Mexico,Arabica/Robusta,1420070400,1451520000,166320000.0
Nepal,Arabica,1420070400,1451520000,120000.0
Nicaragua,Arabica,1420070400,1451520000,127800000.0
Nigeria,Robusta,1420070400,1451520000,2460000.0
Panama,Arabica,1420070400,1451520000,7620000.0
Sierra Leone,Robusta,1420070400,1451520000,2760000.0
Sri Lanka,Robusta/Arabica,1420070400,1451520000,2160000.0
Thailand,Robusta/Arabica,1420070400,1451520000,45720000.0
Togo,Robusta,1420070400,1451520000,4860000.0
Trinidad & Tobago,Robusta,1420070400,1451520000,720000.0
Uganda,Robusta/Arabica,1420070400,1451520000,219000000.0
Venezuela,Arabica,1420070400,1451520000,30000000.0
Viet Nam,Robusta/Arabica,1420070400,1451520000,1865400000.0
Yemen,Arabica,1420070400,1451520000,9360000.0
Angola,Robusta/Arabica,1451606400,1483142400,2700000.0
Bolivia,Arabica,1451606400,1483142400,4680000.0
Brazil,Arabica/Robusta,1451606400,1483142400,3407280000.0
Burundi,Arabica/Robusta,1451606400,1483142400,11760000.0
Ecuador,Arabica/Robusta,1451606400,1483142400,38700000.0
Indonesia,Robusta/Arabica,1451606400,1483142400,692460000.0
Madagascar,Robusta,1451606400,1483142400,27180000.0
Malawi,Arabica,1451606400,1483142400,1200000.0
Papua New Guinea,Arabica/Robusta,1451606400,1483142400,70260000.0
Paraguay,Arabica,1451606400,1483142400,1200000.0
Peru,Arabica,1451606400,1483142400,253380000.0
Rwanda,Arabica,1451606400,1483142400,13860000.0
Timor-Leste,Arabica,1451606400,1483142400,4920000.0
Zimbabwe,Arabica,1451606400,1483142400,900000.0
Congo,Robusta,1451606400,1483142400,180000.0
Cuba,Arabica,1451606400,1483142400,6180000.0
Dominican Republic,Arabica/Robusta,1451606400,1483142400,24720000.0
Haiti,Arabica,1451606400,1483142400,20520000.0
Philippines,Robusta/Arabica,1451606400,1483142400,12900000.0
Tanzania,Arabica/Robusta,1451606400,1483142400,50760000.0
Zambia,Arabica,1451606400,1483142400,780000.0
Cameroon,Robusta/Arabica,1451606400,1483142400,17520000.0
Central African Republic,Robusta,1451606400,1483142400,2220000.0
Colombia,Arabica,1451606400,1483142400,878040000.0
Costa Rica,Arabica,1451606400,1483142400,82320000.0
Côte d'Ivoire,Robusta,1451606400,1483142400,67020000.0
Democratic Republic of Congo,Robusta/Arabica,1451606400,1483142400,16740000.0
El Salvador,Arabica,1451606400,1483142400,36600000.0
Equatorial Guinea,Robusta,1451606400,1483142400,0.0
Ethiopia,Arabica,1451606400,1483142400,428580000.0
Gabon,Robusta,1451606400,1483142400,0.0
Ghana,Robusta,1451606400,1483142400,1560000.0
Guatemala,Arabica/Robusta,1451606400,1483142400,221040000.0
Guinea,Robusta,1451606400,1483142400,16200000.0
Guyana,Robusta,1451606400,1483142400,600000.0
Honduras,Arabica,1451606400,1483142400,447420000.0
India,Robusta/Arabica,1451606400,1483142400,369660000.0
Jamaica,Arabica,1451606400,1483142400,1080000.0
Kenya,Arabica,1451606400,1483142400,47580000.0
Lao People's Democratic Republic,Robusta,1451606400,1483142400,30600000.0
Liberia,Robusta,1451606400,1483142400,720000.0
Mexico,Arabica/Robusta,1451606400,1483142400,218100000.0
Nepal,Arabica,1451606400,1483142400,60000.0
Nicaragua,Arabica,1451606400,1483142400,153300000.0
Nigeria,Robusta,1451606400,1483142400,2580000.0
Panama,Arabica,1451606400,1483142400,7200000.0
Sierra Leone,Robusta,1451606400,1483142400,2280000.0
Sri Lanka,Robusta/Arabica,1451606400,1483142400,2220000.0
Thailand,Robusta/Arabica,1451606400,1483142400,32280000.0
Togo,Robusta,1451606400,1483142400,1380000.0
Trinidad & Tobago,Robusta,1451606400,1483142400,720000.0
Uganda,Robusta/Arabica,1451606400,1483142400,297720000.0
Venezuela,Arabica,1451606400,1483142400,31500000.0
Viet Nam,Robusta/Arabica,1451606400,1483142400,1669140000.0
Yemen,Arabica,1451606400,1483142400,8580000.0
Angola,Robusta/Arabica,1483228800,1514678400,2100000.0
Bolivia,Arabica,1483228800,1514678400,5040000.0
Brazil,Arabica/Robusta,1483228800,1514678400,3164400000.0
Burundi,Arabica/Robusta,1483228800,1514678400,12120000.0
Ecuador,Arabica/Robusta,1483228800,1514678400,37440000.0
Indonesia,Robusta/Arabica,1483228800,1514678400,651120000.0
Madagascar,Robusta,1483228800,1514678400,24240000.0
Malawi,Arabica,1483228800,1514678400,840000.0
Papua New Guinea,Arabica/Robusta,1483228800,1514678400,44040000.0
Paraguay,Arabica,1483228800,1514678400,1200000.0
Peru,Arabica,1483228800,1514678400,256740000.0
