Country,Coffee type,Year Start,Year End,Total Production
Tanzania,Arabica/Robusta,915148800,946598400,50520000.0
Zambia,Arabica,915148800,946598400,3540000.0
Cameroon,Robusta/Arabica,915148800,946598400,82200000.0
Central African Republic,Robusta,915148800,946598400,14460000.0
Colombia,Arabica,915148800,946598400,570720000.0
Costa Rica,Arabica,915148800,946598400,149100000.0
Côte d'Ivoire,Robusta,915148800,946598400,379200000.0
Democratic Republic of Congo,Robusta/Arabica,915148800,946598400,28620000.0
El Salvador,Arabica,915148800,946598400,155880000.0
Equatorial Guinea,Robusta,915148800,946598400,0.0
Ethiopia,Arabica,915148800,946598400,227040000.0
Gabon,Robusta,915148800,946598400,120000.0
Ghana,Robusta,915148800,946598400,5340000.0
Guatemala,Arabica/Robusta,915148800,946598400,307200000.0
Guinea,Robusta,915148800,946598400,21840000.0
Guyana,Robusta,915148800,946598400,300000.0
Honduras,Arabica,915148800,946598400,179100000.0
India,Robusta/Arabica,915148800,946598400,292020000.0
Jamaica,Arabica,915148800,946598400,2280000.0
Kenya,Arabica,915148800,946598400,90120000.0
Lao People's Democratic Republic,Robusta,915148800,946598400,14340000.0
Liberia,Robusta,915148800,946598400,720000.0
Mexico,Arabica/Robusta,915148800,946598400,373140000.0
Nepal,Arabica,915148800,946598400,0.0
Nicaragua,Arabica,915148800,946598400,93240000.0
Nigeria,Robusta,915148800,946598400,2700000.0
Panama,Arabica,915148800,946598400,9960000.0
Sierra Leone,Robusta,915148800,946598400,3540000.0
Sri Lanka,Robusta/Arabica,915148800,946598400,1920000.0
Thailand,Robusta/Arabica,915148800,946598400,76380000.0
Togo,Robusta,915148800,946598400,15780000.0
Trinidad & Tobago,Robusta,915148800,946598400,1020000.0
Uganda,Robusta/Arabica,915148800,946598400,171720000.0
Venezuela,Arabica,915148800,946598400,82020000.0
Viet Nam,Robusta/Arabica,915148800,946598400,697860000.0
Yemen,Arabica,915148800,946598400,3660000.0
Angola,Robusta/Arabica,946684800,978220800,3000000.0
Bolivia,Arabica,946684800,978220800,8880000.0
Brazil,Arabica/Robusta,946684800,978220800,1878600000.0
Burundi,Arabica/Robusta,946684800,978220800,29220000.0
Ecuador,Arabica/Robusta,946684800,978220800,51240000.0
Indonesia,Robusta/Arabica,946684800,978220800,419220000.0
Madagascar,Robusta,946684800,978220800,21720000.0
Malawi,Arabica,946684800,978220800,3780000.0
Papua New Guinea,Arabica/Robusta,946684800,978220800,62460000.0
Paraguay,Arabica,946684800,978220800,1320000.0
Peru,Arabica,946684800,978220800,160560000.0
Rwanda,Arabica,946684800,978220800,16380000.0
Timor-Leste,Arabica,946684800,978220800,420000.0
Zimbabwe,Arabica,946684800,978220800,6540000.0
Congo,Robusta,946684800,978220800,180000.0
Cuba,Arabica,946684800,978220800,18720000.0
Dominican Republic,Arabica/Robusta,946684800,978220800,28020000.0
Haiti,Arabica,946684800,978220800,25200000.0
Philippines,Robusta/Arabica,946684800,978220800,20460000.0
Tanzania,Arabica/Robusta,946684800,978220800,48540000.0
Zambia,Arabica,946684800,978220800,5580000.0
Cameroon,Robusta/Arabica,946684800,978220800,66780000.0
Central African Republic,Robusta,946684800,978220800,6780000.0
Colombia,Arabica,946684800,978220800,631140000.0
Costa Rica,Arabica,946684800,978220800,145140000.0
Côte d'Ivoire,Robusta,946684800,978220800,290760000.0
Democratic Republic of Congo,Robusta/Arabica,946684800,978220800,21780000.0
El Salvador,Arabica,946684800,978220800,102240000.0
Equatorial Guinea,Robusta,946684800,978220800,0.0
Ethiopia,Arabica,946684800,978220800,186900000.0
Gabon,Robusta,946684800,978220800,0.0
Ghana,Robusta,946684800,978220800,4560000.0
Guatemala,Arabica/Robusta,946684800,978220800,296400000.0
Guinea,Robusta,946684800,978220800,24000000.0
Guyana,Robusta,946684800,978220800,180000.0
Honduras,Arabica,946684800,978220800,160020000.0
India,Robusta/Arabica,946684800,978220800,301200000.0
Jamaica,Arabica,946684800,978220800,2220000.0
Kenya,Arabica,946684800,978220800,60120000.0
Lao People's Democratic Republic,Robusta,946684800,978220800,12720000.0
Liberia,Robusta,946684800,978220800,720000.0
Mexico,Arabica/Robusta,946684800,978220800,288900000.0
Nepal,Arabica,946684800,978220800,0.0
Nicaragua,Arabica,946684800,978220800,94320000.0
Nigeria,Robusta,946684800,978220800,2940000.0
Panama,Arabica,946684800,978220800,10200000.0
Sierra Leone,Robusta,946684800,978220800,2940000.0
Sri Lanka,Robusta/Arabica,946684800,978220800,1980000.0
Thailand,Robusta/Arabica,946684800,978220800,101520000.0
Togo,Robusta,946684800,978220800,11820000.0
Trinidad & Tobago,Robusta,946684800,978220800,960000.0
Uganda,Robusta/Arabica,946684800,978220800,204060000.0
Venezuela,Arabica,946684800,978220800,87000000.0
Viet Nam,Robusta/Arabica,946684800,978220800,890460000.0
Yemen,Arabica,946684800,978220800,3840000.0
Angola,Robusta/Arabica,978307200,1009756800,1260000.0
Bolivia,Arabica,978307200,1009756800,5640000.0
Brazil,Arabica/Robusta,978307200,1009756800,1881900000.0
Burundi,Arabica/Robusta,978307200,1009756800,8640000.0
Ecuador,Arabica/Robusta,978307200,1009756800,47580000.0
Indonesia,Robusta/Arabica,978307200,1009756800,409980000.0
Madagascar,Robusta,978307200,1009756800,8820000.0
Malawi,Arabica,978307200,1009756800,3600000.0
Papua New Guinea,Arabica/Robusta,978307200,1009756800,63780000.0
Paraguay,Arabica,978307200,1009756800,1320000.0
Peru,Arabica,978307200,1009756800,169740000.0
Rwanda,Arabica,978307200,1009756800,17760000.0
Timor-Leste,Arabica,978307200,1009756800,1980000.0
Zimbabwe,Arabica,978307200,1009756800,7260000.0
Congo,Robusta,978307200,1009756800,180000.0
Cuba,Arabica,978307200,1009756800,17100000.0
Dominican Republic,Arabica/Robusta,978307200,1009756800,23220000.0
Haiti,Arabica,978307200,1009756800,24180000.0
Philippines,Robusta/Arabica,978307200,1009756800,15780000.0
Tanzania,Arabica/Robusta,978307200,1009756800,37440000.0
Zambia,Arabica,978307200,1009756800,6000000.0
Cameroon,Robusta/Arabica,978307200,1009756800,41160000.0
Central African Republic,Robusta,978307200,1009756800,4080000.0
Colombia,Arabica,978307200,1009756800,717000000.0
Costa Rica,Arabica,978307200,1009756800,134820000.0
Côte d'Ivoire,Robusta,978307200,1009756800,215760000.0
Democratic Republic of Congo,Robusta/Arabica,978307200,1009756800,25380000.0
El Salvador,Arabica,978307200,1009756800,101640000.0
Equatorial Guinea,Robusta,978307200,1009756800,0.0
Ethiopia,Arabica,978307200,1009756800,242640000.0
Gabon,Robusta,978307200,1009756800,60000.0
Ghana,Robusta,978307200,1009756800,420000.0
Guatemala,Arabica/Robusta,978307200,1009756800,220140000.0
Guinea,Robusta,978307200,1009756800,14160000.0
Guyana,Robusta,978307200,1009756800,300000.0
Honduras,Arabica,978307200,1009756800,182160000.0
India,Robusta/Arabica,978307200,1009756800,288600000.0
Jamaica,Arabica,978307200,1009756800,1860000.0
Kenya,Arabica,978307200,1009756800,59460000.0
Lao People's Democratic Republic,Robusta,978307200,1009756800,15480000.0
Liberia,Robusta,978307200,1009756800,720000.0
Mexico,Arabica/Robusta,978307200,1009756800,266280000.0
Nepal,Arabica,978307200,1009756800,0.0
Nicaragua,Arabica,978307200,1009756800,64740000.0
Nigeria,Robusta,978307200,1009756800,2640000.0
Panama,Arabica,978307200,1009756800,9600000.0
Sierra Leone,Robusta,978307200,1009756800,4740000.0
Sri Lanka,Robusta/Arabica,978307200,1009756800,1920000.0
Thailand,Robusta/Arabica,978307200,1009756800,42840000.0
Togo,Robusta,978307200,1009756800,6720000.0
Trinidad & Tobago,Robusta,978307200,1009756800,960000.0
Uganda,Robusta/Arabica,978307200,1009756800,189480000.0
Venezuela,Arabica,978307200,1009756800,75900000.0
Viet Nam,Robusta/Arabica,978307200,1009756800,785580000.0
Yemen,Arabica,978307200,1009756800,3720000.0
Angola,Robusta/Arabica,1009843200,1041292800,3420000.0
Bolivia,Arabica,1009843200,1041292800,7620000.0
Brazil,Arabica/Robusta,1009843200,1041292800,2901120000.0
Burundi,Arabica/Robusta,1009843200,1041292800,27240000.0
Ecuador,Arabica/Robusta,1009843200,1041292800,34920000.0
Indonesia,Robusta/Arabica,1009843200,1041292800,403860000.0
Madagascar,Robusta,1009843200,1041292800,26700000.0
Malawi,Arabica,1009843200,1041292800,2520000.0
Papua New Guinea,Arabica/Robusta,1009843200,1041292800,65100000.0
Paraguay,Arabica,1009843200,1041292800,2160000.0
Peru,Arabica,1009843200,1041292800,180000000.0
Rwanda,Arabica,1009843200,1041292800,19200000.0
Timor-Leste,Arabica,1009843200,1041292800,2220000.0
Zimbabwe,Arabica,1009843200,1041292800,6600000.0
Congo,Robusta,1009843200,1041292800,180000.0
Cuba,Arabica,1009843200,1041292800,14340000.0
Dominican Republic,Arabica/Robusta,1009843200,1041292800,27300000.0
Haiti,Arabica,1009843200,1041292800,22440000.0
Philippines,Robusta/Arabica,1009843200,1041292800,15300000.0
Tanzania,Arabica/Robusta,1009843200,1041292800,49440000.0
Zambia,Arabica,1009843200,1041292800,7140000.0
Cameroon,Robusta/Arabica,1009843200,1041292800,48060000.0
Central African Republic,Robusta,1009843200,1041292800,5520000.0
Colombia,Arabica,1009843200,1041292800,702720000.0
Costa Rica,Arabica,1009843200,1041292800,122580000.0
Côte d'Ivoire,Robusta,1009843200,1041292800,180600000.0
Democratic Republic of Congo,Robusta/Arabica,1009843200,1041292800,20280000.0
El Salvador,Arabica,1009843200,1041292800,81660000.0
Equatorial Guinea,Robusta,1009843200,1041292800,0.0
Ethiopia,Arabica,1009843200,1041292800,245640000.0
Gabon,Robusta,1009843200,1041292800,60000.0
Ghana,Robusta,1009843200,1041292800,2040000.0
Guatemala,Arabica/Robusta,1009843200,1041292800,244200000.0
Guinea,Robusta,1009843200,1041292800,19680000.0
Guyana,Robusta,1009843200,1041292800,300000.0
Honduras,Arabica,1009843200,1041292800,149760000.0
India,Robusta/Arabica,1009843200,1041292800,275280000.0
Jamaica,Arabica,1009843200,1041292800,2220000.0
Kenya,Arabica,1009843200,1041292800,56700000.0
Lao People's Democratic Republic,Robusta,1009843200,1041292800,24120000.0
Liberia,Robusta,1009843200,1041292800,720000.0
Mexico,Arabica/Robusta,1009843200,1041292800,261060000.0
Nepal,Arabica,1009843200,1041292800,0.0
Nicaragua,Arabica,1009843200,1041292800,70200000.0
Nigeria,Robusta,1009843200,1041292800,3000000.0
Panama,Arabica,1009843200,1041292800,8400000.0
Sierra Leone,Robusta,1009843200,1041292800,2520000.0
Sri Lanka,Robusta/Arabica,1009843200,1041292800,2040000.0
Thailand,Robusta/Arabica,1009843200,1041292800,43920000.0
Togo,Robusta,1009843200,1041292800,4080000.0
Trinidad & Tobago,Robusta,1009843200,1041292800,1020000.0
Uganda,Robusta/Arabica,1009843200,1041292800,173400000.0
Venezuela,Arabica,1009843200,1041292800,89040000.0
Viet Nam,Robusta/Arabica,1009843200,1041292800,694440000.0
Yemen,Arabica,1009843200,1041292800,3420000.0
Angola,Robusta/Arabica,1041379200,1072828800,2280000.0
Bolivia,Arabica,1041379200,1072828800,6180000.0
Brazil,Arabica/Robusta,1041379200,1072828800,1732380000.0
Burundi,Arabica/Robusta,1041379200,1072828800,20280000.0
Ecuador,Arabica/Robusta,1041379200,1072828800,38460000.0
Indonesia,Robusta/Arabica,1041379200,1072828800,384240000.0
Madagascar,Robusta,1041379200,1072828800,26100000.0
Malawi,Arabica,1041379200,1072828800,2880000.0
Papua New Guinea,Arabica/Robusta,1041379200,1072828800,69300000.0
Paraguay,Arabica,1041379200,1072828800,2820000.0
Peru,Arabica,1041379200,1072828800,161160000.0
Rwanda,Arabica,1041379200,1072828800,15960000.0
Timor-Leste,Arabica,1041379200,1072828800,2520000.0
Zimbabwe,Arabica,1041379200,1072828800,5520000.0
Congo,Robusta,1041379200,1072828800,180000.0
Cuba,Arabica,1041379200,1072828800,13440000.0
Dominican Republic,Arabica/Robusta,1041379200,1072828800,21060000.0
Haiti,Arabica,1041379200,1072828800,22440000.0
Philippines,Robusta/Arabica,1041379200,1072828800,17580000.0
Tanzania,Arabica/Robusta,1041379200,1072828800,36720000.0
Zambia,Arabica,1041379200,1072828800,6000000.0
Cameroon,Robusta/Arabica,1041379200,1072828800,54000000.0
Central African Republic,Robusta,1041379200,1072828800,2580000.0
Colombia,Arabica,1041379200,1072828800,663180000.0
Costa Rica,Arabica,1041379200,1072828800,113160000.0
Côte d'Ivoire,Robusta,1041379200,1072828800,178860000.0
Democratic Republic of Congo,Robusta/Arabica,1041379200,1072828800,27060000.0
El Salvador,Arabica,1041379200,1072828800,82800000.0
Equatorial Guinea,Robusta,1041379200,1072828800,0.0
Ethiopia,Arabica,1041379200,1072828800,263640000.0
Gabon,Robusta,1041379200,1072828800,0.0
Ghana,Robusta,1041379200,1072828800,1080000.0
Guatemala,Arabica/Robusta,1041379200,1072828800,216600000.0
Guinea,Robusta,1041379200,1072828800,21960000.0
Guyana,Robusta,1041379200,1072828800,300000.0
Honduras,Arabica,1041379200,1072828800,178080000.0
India,Robusta/Arabica,1041379200,1072828800,282480000.0
Jamaica,Arabica,1041379200,1072828800,2220000.0
Kenya,Arabica,1041379200,1072828800,40380000.0
Lao People's Democratic Republic,Robusta,1041379200,1072828800,21660000.0
Liberia,Robusta,1041379200,1072828800,300000.0
Mexico,Arabica/Robusta,1041379200,1072828800,252060000.0
Nepal,Arabica,1041379200,1072828800,60000.0
Nicaragua,Arabica,1041379200,1072828800,90540000.0
Nigeria,Robusta,1041379200,1072828800,2760000.0
Panama,Arabica,1041379200,1072828800,10320000.0
Sierra Leone,Robusta,1041379200,1072828800,2160000.0
Sri Lanka,Robusta/Arabica,1041379200,1072828800,2220000.0
Thailand,Robusta/Arabica,1041379200,1072828800,49620000.0
Togo,Robusta,1041379200,1072828800,8640000.0
Trinidad & Tobago,Robusta,1041379200,1072828800,960000.0
Uganda,Robusta/Arabica,1041379200,1072828800,155940000.0
Venezuela,Arabica,1041379200,1072828800,85260000.0
Viet Nam,Robusta/Arabica,1041379200,1072828800,920220000.0
Yemen,Arabica,1041379200,1072828800,11580000.0
Angola,Robusta/Arabica,1072915200,1104451200,900000.0
Bolivia,Arabica,1072915200,1104451200,9300000.0
Brazil,Arabica/Robusta,1072915200,1104451200,2356860000.0
Burundi,Arabica/Robusta,1072915200,1104451200,26220000.0
Ecuador,Arabica/Robusta,1072915200,1104451200,46800000.0
Indonesia,Robusta/Arabica,1072915200,1104451200,452160000.0
Madagascar,Robusta,1072915200,1104451200,31320000.0
Malawi,Arabica,1072915200,1104451200,1260000.0
Papua New Guinea,Arabica/Robusta,1072915200,1104451200,59880000.0
Paraguay,Arabica,1072915200,1104451200,2280000.0
Peru,Arabica,1072915200,1104451200,205500000.0
Rwanda,Arabica,1072915200,1104451200,27000000.0
Timor-Leste,Arabica,1072915200,1104451200,1020000.0
Zimbabwe,Arabica,1072915200,1104451200,7200000.0
Congo,Robusta,1072915200,1104451200,180000.0
Cuba,Arabica,1072915200,1104451200,10800000.0
Dominican Republic,Arabica/Robusta,1072915200,1104451200,29460000.0
Haiti,Arabica,1072915200,1104451200,21900000.0
Philippines,Robusta/Arabica,1072915200,1104451200,21300000.0
Tanzania,Arabica/Robusta,1072915200,1104451200,45780000.0
Zambia,Arabica,1072915200,1104451200,6600000.0
Cameroon,Robusta/Arabica,1072915200,1104451200,43620000.0
Central African Republic,Robusta,1072915200,1104451200,1740000.0
Colombia,Arabica,1072915200,1104451200,685740000.0
Costa Rica,Arabica,1072915200,1104451200,112560000.0
Côte d'Ivoire,Robusta,1072915200,1104451200,128160000.0
Democratic Republic of Congo,Robusta/Arabica,1072915200,1104451200,21600000.0
El Salvador,Arabica,1072915200,1104451200,71820000.0
Equatorial Guinea,Robusta,1072915200,1104451200,0.0
Ethiopia,Arabica,1072915200,1104451200,312780000.0
Gabon,Robusta,1072915200,1104451200,0.0
Ghana,Robusta,1072915200,1104451200,1080000.0
Guatemala,Arabica/Robusta,1072915200,1104451200,222180000.0
Guinea,Robusta,1072915200,1104451200,18960000.0
Guyana,Robusta,1072915200,1104451200,360000.0
Honduras,Arabica,1072915200,1104451200,154500000.0
India,Robusta/Arabica,1072915200,1104451200,275460000.0
Jamaica,Arabica,1072915200,1104451200,1260000.0
Kenya,Arabica,1072915200,1104451200,44160000.0
Lao People's Democratic Republic,Robusta,1072915200,1104451200,22740000.0
Liberia,Robusta,1072915200,1104451200,360000.0
Mexico,Arabica/Robusta,1072915200,1104451200,232020000.0
Nepal,Arabica,1072915200,1104451200,60000.0
Nicaragua,Arabica,1072915200,1104451200,64080000.0
Nigeria,Robusta,1072915200,1104451200,2700000.0
Panama,Arabica,1072915200,1104451200,5400000.0
Sierra Leone,Robusta,1072915200,1104451200,900000.0
Sri Lanka,Robusta/Arabica,1072915200,1104451200,1920000.0
Thailand,Robusta/Arabica,1072915200,1104451200,53040000.0
Togo,Robusta,1072915200,1104451200,9960000.0
Trinidad & Tobago,Robusta,1072915200,1104451200,900000.0
Uganda,Robusta/Arabica,1072915200,1104451200,156780000.0
Venezuela,Arabica,1072915200,1104451200,79620000.0
Viet Nam,Robusta/Arabica,1072915200,1104451200,862200000.0
Yemen,Arabica,1072915200,1104451200,12360000.0
Angola,Robusta/Arabica,1104537600,1135987200,1500000.0
Bolivia,Arabica,1104537600,1135987200,6600000.0
Brazil,Arabica/Robusta,1104537600,1135987200,1975980000.0
Burundi,Arabica/Robusta,1104537600,1135987200,6180000.0
Ecuador,Arabica/Robusta,1104537600,1135987200,56100000.0
Indonesia,Robusta/Arabica,1104537600,1135987200,549540000.0
Madagascar,Robusta,1104537600,1135987200,35940000.0
Malawi,Arabica,1104537600,1135987200,1440000.0
Papua New Guinea,Arabica/Robusta,1104537600,1135987200,76080000.0
Paraguay,Arabica,1104537600,1135987200,2640000.0
Peru,Arabica,1104537600,1135987200,149340000.0
Rwanda,Arabica,1104537600,1135987200,20220000.0
Timor-Leste,Arabica,1104537600,1135987200,1440000.0
Zimbabwe,Arabica,1104537600,1135987200,3960000.0
Congo,Robusta,1104537600,1135987200,180000.0
Cuba,Arabica,1104537600,1135987200,6000000.0
Dominican Republic,Arabica/Robusta,1104537600,1135987200,18600000.0
Haiti,Arabica,1104537600,1135987200,21360000.0
Philippines,Robusta/Arabica,1104537600,1135987200,25920000.0
Tanzania,Arabica/Robusta,1104537600,1135987200,48240000.0
Zambia,Arabica,1104537600,1135987200,6180000.0
Cameroon,Robusta/Arabica,1104537600,1135987200,52200000.0
Central African Republic,Robusta,1104537600,1135987200,1380000.0
Colombia,Arabica,1104537600,1135987200,717120000.0
Costa Rica,Arabica,1104537600,1135987200,99180000.0
Côte d'Ivoire,Robusta,1104537600,1135987200,125940000.0
Democratic Republic of Congo,Robusta/Arabica,1104537600,1135987200,20160000.0
El Salvador,Arabica,1104537600,1135987200,79140000.0
Equatorial Guinea,Robusta,1104537600,1135987200,0.0
Ethiopia,Arabica,1104537600,1135987200,286740000.0
Gabon,Robusta,1104537600,1135987200,60000.0
Ghana,Robusta,1104537600,1135987200,720000.0
Guatemala,Arabica/Robusta,1104537600,1135987200,220560000.0
Guinea,Robusta,1104537600,1135987200,31500000.0
Guyana,Robusta,1104537600,1135987200,420000.0
Honduras,Arabica,1104537600,1135987200,192240000.0
India,Robusta/Arabica,1104537600,1135987200,273960000.0
Jamaica,Arabica,1104537600,1135987200,2040000.0
Kenya,Arabica,1104537600,1135987200,39600000.0
Lao People's Democratic Republic,Robusta,1104537600,1135987200,16800000.0
Liberia,Robusta,1104537600,1135987200,300000.0
Mexico,Arabica/Robusta,1104537600,1135987200,253500000.0
Nepal,Arabica,1104537600,1135987200,60000.0
Nicaragua,Arabica,1104537600,1135987200,85920000.0
Nigeria,Robusta,1104537600,1135987200,4140000.0
Panama,Arabica,1104537600,1135987200,10560000.0
Sierra Leone,Robusta,1104537600,1135987200,3600000.0
Sri Lanka,Robusta/Arabica,1104537600,1135987200,2100000.0
Thailand,Robusta/Arabica,1104537600,1135987200,63840000.0
Togo,Robusta,1104537600,1135987200,8400000.0
Trinidad & Tobago,Robusta,1104537600,1135987200,900000.0
Uganda,Robusta/Arabica,1104537600,1135987200,130500000.0
Venezuela,Arabica,1104537600,1135987200,90360000.0
Viet Nam,Robusta/Arabica,1104537600,1135987200,830520000.0
Yemen,Arabica,1104537600,1135987200,12180000.0
Angola,Robusta/Arabica,1136073600,1167523200,2100000.0
Bolivia,Arabica,1136073600,1167523200,8760000.0
Brazil,Arabica/Robusta,1136073600,1167523200,2905920000.0
Burundi,Arabica/Robusta,1136073600,1167523200,29880000.0
Ecuador,Arabica/Robusta,1136073600,1167523200,62100000.0
Indonesia,Robusta/Arabica,1136073600,1167523200,448980000.0
Madagascar,Robusta,1136073600,1167523200,35220000.0
Malawi,Arabica,1136073600,1167523200,1020000.0
Papua New Guinea,Arabica/Robusta,1136073600,1167523200,48420000.0
Paraguay,Arabica,1136073600,1167523200,2100000.0
Peru,Arabica,1136073600,1167523200,259140000.0
Rwanda,Arabica,1136073600,1167523200,21060000.0
Timor-Leste,Arabica,1136073600,1167523200,2760000.0
Zimbabwe,Arabica,1136073600,1167523200,2700000.0
Congo,Robusta,1136073600,1167523200,180000.0
Cuba,Arabica,1136073600,1167523200,6300000.0
Dominican Republic,Arabica/Robusta,1136073600,1167523200,23220000.0
Haiti,Arabica,1136073600,1167523200,21720000.0
Philippines,Robusta/Arabica,1136073600,1167523200,26460000.0
Tanzania,Arabica/Robusta,1136073600,1167523200,49320000.0
Zambia,Arabica,1136073600,1167523200,3360000.0
Cameroon,Robusta/Arabica,1136073600,1167523200,49080000.0
Central African Republic,Robusta,1136073600,1167523200,6840000.0
Colombia,Arabica,1136073600,1167523200,729840000.0
Costa Rica,Arabica,1136073600,1167523200,102360000.0
Côte d'Ivoire,Robusta,1136073600,1167523200,170880000.0
Democratic Republic of Congo,Robusta/Arabica,1136073600,1167523200,22680000.0
El Salvador,Arabica,1136073600,1167523200,74040000.0
Equatorial Guinea,Robusta,1136073600,1167523200,0.0
Ethiopia,Arabica,1136073600,1167523200,333060000.0
Gabon,Robusta,1136073600,1167523200,60000.0
Ghana,Robusta,1136073600,1167523200,1200000.0
Guatemala,Arabica/Robusta,1136073600,1167523200,237000000.0
Guinea,Robusta,1136073600,1167523200,28380000.0
Guyana,Robusta,1136073600,1167523200,480000.0
Honduras,Arabica,1136073600,1167523200,207660000.0
India,Robusta/Arabica,1136073600,1167523200,270000000.0
Jamaica,Arabica,1136073600,1167523200,2400000.0
Kenya,Arabica,1136073600,1167523200,49560000.0
Lao People's Democratic Republic,Robusta,1136073600,1167523200,23460000.0
Liberia,Robusta,1136073600,1167523200,420000.0
Mexico,Arabica/Robusta,1136073600,1167523200,252000000.0
Nepal,Arabica,1136073600,1167523200,120000.0
Nicaragua,Arabica,1136073600,1167523200,85680000.0
Nigeria,Robusta,1136073600,1167523200,3060000.0
Panama,Arabica,1136073600,1167523200,10380000.0
Sierra Leone,Robusta,1136073600,1167523200,1860000.0
Sri Lanka,Robusta/Arabica,1136073600,1167523200,1980000.0
Thailand,Robusta/Arabica,1136073600,1167523200,49320000.0
Togo,Robusta,1136073600,1167523200,8040000.0
Trinidad & Tobago,Robusta,1136073600,1167523200,720000.0
Uganda,Robusta/Arabica,1136073600,1167523200,173640000.0
Venezuela,Arabica,1136073600,1167523200,94260000.0
Viet Nam,Robusta/Arabica,1136073600,1167523200,1160400000.0
Yemen,Arabica,1136073600,1167523200,12420000.0
Angola,Robusta/Arabica,1167609600,1199059200,2160000.0
Bolivia,Arabica,1167609600,1199059200,6960000.0
Brazil,Arabica/Robusta,1167609600,1199059200,2334660000.0
Burundi,Arabica/Robusta,1167609600,1199059200,7980000.0
Ecuador,Arabica/Robusta,1167609600,1199059200,57000000.0
Indonesia,Robusta/Arabica,1167609600,1199059200,466620000.0
Madagascar,Robusta,1167609600,1199059200,36840000.0
Malawi,Arabica,1167609600,1199059200,1140000.0
Papua New Guinea,Arabica/Robusta,1167609600,1199059200,58080000.0
Paraguay,Arabica,1167609600,1199059200,2340000.0
Peru,Arabica,1167609600,1199059200,183780000.0
Rwanda,Arabica,1167609600,1199059200,13440000.0
Timor-Leste,Arabica,1167609600,1199059200,2160000.0
Zimbabwe,Arabica,1167609600,1199059200,1860000.0
Congo,Robusta,1167609600,1199059200,180000.0
Cuba,Arabica,1167609600,1199059200,6600000.0
Dominican Republic,Arabica/Robusta,1167609600,1199059200,27900000.0
Haiti,Arabica,1167609600,1199059200,21540000.0
Philippines,Robusta/Arabica,1167609600,1199059200,26760000.0
Tanzania,Arabica/Robusta,1167609600,1199059200,48600000.0
Zambia,Arabica,1167609600,1199059200,3660000.0
Cameroon,Robusta/Arabica,1167609600,1199059200,47700000.0
Central African Republic,Robusta,1167609600,1199059200,2580000.0
Colombia,Arabica,1167609600,1199059200,750900000.0
Costa Rica,Arabica,1167609600,1199059200,107820000.0
Côte d'Ivoire,Robusta,1167609600,1199059200,80280000.0
Democratic Republic of Congo,Robusta/Arabica,1167609600,1199059200,24960000.0
El Salvador,Arabica,1167609600,1199059200,90300000.0
Equatorial Guinea,Robusta,1167609600,1199059200,0.0
Ethiopia,Arabica,1167609600,1199059200,358020000.0
Gabon,Robusta,1167609600,1199059200,60000.0
Ghana,Robusta,1167609600,1199059200,2100000.0
Guatemala,Arabica/Robusta,1167609600,1199059200,246000000.0
Guinea,Robusta,1167609600,1199059200,19380000.0
Guyana,Robusta,1167609600,1199059200,540000.0
Honduras,Arabica,1167609600,1199059200,218400000.0
India,Robusta/Arabica,1167609600,1199059200,262020000.0
Jamaica,Arabica,1167609600,1199059200,1200000.0
Kenya,Arabica,1167609600,1199059200,39120000.0
Lao People's Democratic Republic,Robusta,1167609600,1199059200,23580000.0
Liberia,Robusta,1167609600,1199059200,420000.0
Mexico,Arabica/Robusta,1167609600,1199059200,249000000.0
Nepal,Arabica,1167609600,1199059200,60000.0
Nicaragua,Arabica,1167609600,1199059200,114360000.0
Nigeria,Robusta,1167609600,1199059200,2520000.0
Panama,Arabica,1167609600,1199059200,10560000.0
Sierra Leone,Robusta,1167609600,1199059200,2400000.0
Sri Lanka,Robusta/Arabica,1167609600,1199059200,1980000.0
Thailand,Robusta/Arabica,1167609600,1199059200,39000000.0
Togo,Robusta,1167609600,1199059200,7500000.0
Trinidad & Tobago,Robusta,1167609600,1199059200,720000.0
Uganda,Robusta/Arabica,1167609600,1199059200,209400000.0
Venezuela,Arabica,1167609600,1199059200,91200000.0
Viet Nam,Robusta/Arabica,1167609600,1199059200,984300000.0
Yemen,Arabica,1167609600,1199059200,11880000.0
Angola,Robusta/Arabica,1199145600,1230681600,2280000.0
Bolivia,Arabica,1199145600,1230681600,7200000.0
Brazil,Arabica/Robusta,1199145600,1230681600,3089460000.0
Burundi,Arabica/Robusta,1199145600,1230681600,24720000.0
Ecuador,Arabica/Robusta,1199145600,1230681600,46260000.0
Indonesia,Robusta/Arabica,1199145600,1230681600,576720000.0
Madagascar,Robusta,1199145600,1230681600,43680000.0
Malawi,Arabica,1199145600,1230681600,1260000.0
Papua New Guinea,Arabica/Robusta,1199145600,1230681600,61680000.0
Paraguay,Arabica,1199145600,1230681600,1200000.0
Peru,Arabica,1199145600,1230681600,232320000.0
Rwanda,Arabica,1199145600,1230681600,22140000.0
Timor-Leste,Arabica,1199145600,1230681600,2880000.0
Zimbabwe,Arabica,1199145600,1230681600,1440000.0
Congo,Robusta,1199145600,1230681600,180000.0
Cuba,Arabica,1199145600,1230681600,7980000.0
Dominican Republic,Arabica/Robusta,1199145600,1230681600,38700000.0
Haiti,Arabica,1199145600,1230681600,21540000.0
Philippines,Robusta/Arabica,1199145600,1230681600,35220000.0
