Country,City,Latitude,Longitude,Coffee type,Years,Total Production,Global Price of Arabica Coffee (US cents per a lb),Global Price of Robusta Coffee (US cents per a lb),Oceanic Index,El Nino or La Nina Year,Magnitude
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,1990,3000000.0,89.15,54.99,0.375,El Nino,Neutral
Bolivia,Coroico,-16.1889,-67.7273,Arabica,1990,7380000.0,89.15,54.99,0.375,El Nino,Neutral
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,1990,1637160000.0,89.15,54.99,0.375,El Nino,Neutral
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,1990,29220000.0,89.15,54.99,0.375,El Nino,Neutral
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,1990,90240000.0,89.15,54.99,0.375,El Nino,Neutral
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,1990,446460000.0,89.15,54.99,0.375,El Nino,Neutral
Madagascar,Antsirabe,-19.865,47.0333,Robusta,1990,58920000.0,89.15,54.99,0.375,El Nino,Neutral
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,1990,6300000.0,89.15,54.99,0.375,El Nino,Neutral
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,1990,57780000.0,89.15,54.99,0.375,El Nino,Neutral
Paraguay,Villarrica,-25.75,-56.4333,Arabica,1990,7860000.0,89.15,54.99,0.375,El Nino,Neutral
Peru,Jaén,-5.7091,-78.8047,Arabica,1990,56220000.0,89.15,54.99,0.375,El Nino,Neutral
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,1990,32100000.0,89.15,54.99,0.375,El Nino,Neutral
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,1990,0.0,89.15,54.99,0.375,El Nino,Neutral
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,1990,15120000.0,89.15,54.99,0.375,El Nino,Neutral
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,1990,24840000.0,89.15,54.99,0.375,El Nino,Neutral
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,1990,52800000.0,89.15,54.99,0.375,El Nino,Neutral
Haiti,Dondon,19.533,-72.2,Arabica,1990,23580000.0,89.15,54.99,0.375,El Nino,Neutral
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,1990,58440000.0,89.15,54.99,0.375,El Nino,Neutral
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,1990,55920000.0,89.15,54.99,0.375,El Nino,Neutral
Zambia,Chipata City,-13.6333,32.65,Arabica,1990,1380000.0,89.15,54.99,0.375,El Nino,Neutral
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,1990,100920000.0,89.15,54.99,0.375,El Nino,Neutral
Central African Republic,Berbérati,4.2611,15.7922,Robusta,1990,10500000.0,89.15,54.99,0.375,El Nino,Neutral
Colombia,Armenia,4.5361,-75.6757,Arabica,1990,863760000.0,89.15,54.99,0.375,El Nino,Neutral
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,1990,153720000.0,89.15,54.99,0.375,El Nino,Neutral
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,1990,176400000.0,89.15,54.99,0.375,El Nino,Neutral
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,1990,94800000.0,89.15,54.99,0.375,El Nino,Neutral
El Salvador,Apaneca,13.8659,-89.8434,Arabica,1990,147900000.0,89.15,54.99,0.375,El Nino,Neutral
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,1990,240000.0,89.15,54.99,0.375,El Nino,Neutral
Ethiopia,Jimma,7.6792,36.834,Arabica,1990,174540000.0,89.15,54.99,0.375,El Nino,Neutral
Gabon,Franceville,-1.6333,13.5833,Robusta,1990,180000.0,89.15,54.99,0.375,El Nino,Neutral
Ghana,Akuapim South,5.8598,-0.1867,Robusta,1990,2280000.0,89.15,54.99,0.375,El Nino,Neutral
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,1990,196260000.0,89.15,54.99,0.375,El Nino,Neutral
Guinea,Siguiri,11.422,-9.168,Robusta,1990,2640000.0,89.15,54.99,0.375,El Nino,Neutral
Guyana,New Amsterdam,6.25,-57.5167,Robusta,1990,0.0,89.15,54.99,0.375,El Nino,Neutral
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,1990,94080000.0,89.15,54.99,0.375,El Nino,Neutral
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,1990,169740000.0,89.15,54.99,0.375,El Nino,Neutral
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,1990,1380000.0,89.15,54.99,0.375,El Nino,Neutral
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,1990,89100000.0,89.15,54.99,0.375,El Nino,Neutral
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,1990,0.0,89.15,54.99,0.375,El Nino,Neutral
Liberia,Gbarnga,7.0104,-9.49,Robusta,1990,180000.0,89.15,54.99,0.375,El Nino,Neutral
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,1990,280440000.0,89.15,54.99,0.375,El Nino,Neutral
Nepal,Baglung,28.2719,83.5898,Arabica,1990,0.0,89.15,54.99,0.375,El Nino,Neutral
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,1990,27660000.0,89.15,54.99,0.375,El Nino,Neutral
Nigeria,Jos,9.9285,8.8921,Robusta,1990,1740000.0,89.15,54.99,0.375,El Nino,Neutral
Panama,Boquete,8.7783,-82.4324,Arabica,1990,12900000.0,89.15,54.99,0.375,El Nino,Neutral
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,1990,2580000.0,89.15,54.99,0.375,El Nino,Neutral
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,1990,5760000.0,89.15,54.99,0.375,El Nino,Neutral
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,1990,45420000.0,89.15,54.99,0.375,El Nino,Neutral
Togo,Sokodé,8.9833,1.1333,Robusta,1990,9660000.0,89.15,54.99,0.375,El Nino,Neutral
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,1990,900000.0,89.15,54.99,0.375,El Nino,Neutral
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,1990,117300000.0,89.15,54.99,0.375,El Nino,Neutral
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,1990,67320000.0,89.15,54.99,0.375,El Nino,Neutral
Yemen,Taiz,13.5795,44.0209,Arabica,1990,0.0,89.15,54.99,0.375,El Nino,Neutral
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,1991,4740000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Bolivia,Coroico,-16.1889,-67.7273,Arabica,1991,6240000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,1991,1637580000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,1991,40020000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,1991,127440000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,1991,509580000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Madagascar,Antsirabe,-19.865,47.0333,Robusta,1991,55980000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,1991,7440000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,1991,44820000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Paraguay,Villarrica,-25.75,-56.4333,Arabica,1991,4800000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Peru,Jaén,-5.7091,-78.8047,Arabica,1991,72000000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,1991,29040000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,1991,0.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,1991,12060000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,1991,18120000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,1991,19260000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Haiti,Dondon,19.533,-72.2,Arabica,1991,27780000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,1991,61080000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,1991,47400000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Zambia,Chipata City,-13.6333,32.65,Arabica,1991,1740000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,1991,103560000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Central African Republic,Berbérati,4.2611,15.7922,Robusta,1991,7500000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Colombia,Armenia,4.5361,-75.6757,Arabica,1991,1078800000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,1991,165600000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,1991,247740000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,1991,73800000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
El Salvador,Apaneca,13.8659,-89.8434,Arabica,1991,131880000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,1991,180000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Ethiopia,Jimma,7.6792,36.834,Arabica,1991,175500000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Gabon,Franceville,-1.6333,13.5833,Robusta,1991,120000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Ghana,Akuapim South,5.8598,-0.1867,Robusta,1991,4560000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,1991,209820000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Guinea,Siguiri,11.422,-9.168,Robusta,1991,5460000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Guyana,New Amsterdam,6.25,-57.5167,Robusta,1991,0.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,1991,139320000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,1991,180000000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,1991,2340000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,1991,90840000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,1991,0.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Liberia,Gbarnga,7.0104,-9.49,Robusta,1991,180000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,1991,283620000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Nepal,Baglung,28.2719,83.5898,Arabica,1991,0.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,1991,42420000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Nigeria,Jos,9.9285,8.8921,Robusta,1991,2640000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Panama,Boquete,8.7783,-82.4324,Arabica,1991,11580000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,1991,3240000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,1991,4920000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,1991,88140000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Togo,Sokodé,8.9833,1.1333,Robusta,1991,25980000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,1991,1080000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,1991,125280000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,1991,56460000.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Yemen,Taiz,13.5795,44.0209,Arabica,1991,0.0,85.03,49.83,1.1083333333333334,El Nino,Moderate
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,1992,4680000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Bolivia,Coroico,-16.1889,-67.7273,Arabica,1992,7200000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,1992,2076180000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,1992,37200000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,1992,71100000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,1992,334140000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Madagascar,Antsirabe,-19.865,47.0333,Robusta,1992,67320000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,1992,8220000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,1992,54000000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Paraguay,Villarrica,-25.75,-56.4333,Arabica,1992,3240000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Peru,Jaén,-5.7091,-78.8047,Arabica,1992,105720000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,1992,38340000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,1992,0.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,1992,4680000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,1992,17040000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,1992,38280000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Haiti,Dondon,19.533,-72.2,Arabica,1992,30000000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,1992,55200000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,1992,47160000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Zambia,Chipata City,-13.6333,32.65,Arabica,1992,1740000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,1992,15600000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Central African Republic,Berbérati,4.2611,15.7922,Robusta,1992,8040000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Colombia,Armenia,4.5361,-75.6757,Arabica,1992,896820000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,1992,179880000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,1992,134760000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,1992,70800000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
El Salvador,Apaneca,13.8659,-89.8434,Arabica,1992,180060000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,1992,120000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Ethiopia,Jimma,7.6792,36.834,Arabica,1992,109500000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Gabon,Franceville,-1.6333,13.5833,Robusta,1992,180000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Ghana,Akuapim South,5.8598,-0.1867,Robusta,1992,2220000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,1992,259080000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Guinea,Siguiri,11.422,-9.168,Robusta,1992,4560000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Guyana,New Amsterdam,6.25,-57.5167,Robusta,1992,0.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,1992,115080000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,1992,169380000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,1992,1560000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,1992,78960000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,1992,0.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Liberia,Gbarnga,7.0104,-9.49,Robusta,1992,180000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,1992,204060000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Nepal,Baglung,28.2719,83.5898,Arabica,1992,0.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,1992,32820000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Nigeria,Jos,9.9285,8.8921,Robusta,1992,2940000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Panama,Boquete,8.7783,-82.4324,Arabica,1992,11820000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,1992,2340000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,1992,3180000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,1992,75300000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Togo,Sokodé,8.9833,1.1333,Robusta,1992,5160000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,1992,840000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,1992,131100000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,1992,72900000.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Yemen,Taiz,13.5795,44.0209,Arabica,1992,0.0,61.74,42.22,0.2249999999999999,El Nino,Neutral
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,1993,1980000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Bolivia,Coroico,-16.1889,-67.7273,Arabica,1993,3060000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,1993,1690020000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,1993,23580000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,1993,124140000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,1993,404580000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Madagascar,Antsirabe,-19.865,47.0333,Robusta,1993,26520000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,1993,3720000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,1993,61140000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Paraguay,Villarrica,-25.75,-56.4333,Arabica,1993,4020000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Peru,Jaén,-5.7091,-78.8047,Arabica,1993,39900000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,1993,26640000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,1993,0.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,1993,720000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,1993,17100000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,1993,36240000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Haiti,Dondon,19.533,-72.2,Arabica,1993,27060000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,1993,52500000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,1993,44040000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Zambia,Chipata City,-13.6333,32.65,Arabica,1993,1620000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,1993,40980000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Central African Republic,Berbérati,4.2611,15.7922,Robusta,1993,9960000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Colombia,Armenia,4.5361,-75.6757,Arabica,1993,685320000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,1993,141540000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,1993,137580000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,1993,58800000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
El Salvador,Apaneca,13.8659,-89.8434,Arabica,1993,142680000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,1993,0.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Ethiopia,Jimma,7.6792,36.834,Arabica,1993,178020000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Gabon,Franceville,-1.6333,13.5833,Robusta,1993,180000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Ghana,Akuapim South,5.8598,-0.1867,Robusta,1993,2700000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,1993,212160000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Guinea,Siguiri,11.422,-9.168,Robusta,1993,3840000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Guyana,New Amsterdam,6.25,-57.5167,Robusta,1993,0.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,1993,109740000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,1993,211980000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,1993,2040000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,1993,79680000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,1993,0.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Liberia,Gbarnga,7.0104,-9.49,Robusta,1993,300000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,1993,301380000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Nepal,Baglung,28.2719,83.5898,Arabica,1993,0.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,1993,42360000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Nigeria,Jos,9.9285,8.8921,Robusta,1993,2700000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Panama,Boquete,8.7783,-82.4324,Arabica,1993,8520000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,1993,2220000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,1993,3240000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,1993,76500000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Togo,Sokodé,8.9833,1.1333,Robusta,1993,11700000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,1993,960000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,1993,188520000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,1993,79980000.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Yemen,Taiz,13.5795,44.0209,Arabica,1993,0.0,71.12,52.55,0.2083333333333333,El Nino,Neutral
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,1994,4620000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Bolivia,Coroico,-16.1889,-67.7273,Arabica,1994,7020000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,1994,1691520000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,1994,39840000.0,147.35,117.24,0.5666666666666667,El Nino,Weak
