DATE,PCOFFROBUSDM
2006-02-01,62.978
2006-03-01,59.6
2006-04-01,60.506
2006-05-01,60.1452173913044
2006-06-01,60.23
2006-07-01,64.4947619047619
2006-08-01,73.5895652173913
2006-09-01,77.097619047619
2006-10-01,75.1659090909091
2006-11-01,76.7909090909091
2006-12-01,76.9642857142857
2007-01-01,79.2065217391304
2007-02-01,79.0755
2007-03-01,76.9931818181818
2007-04-01,79.51
2007-05-01,83.9126086956522
2007-06-01,92.682380952381
2007-07-01,92.5118181818182
2007-08-01,87.4395652173913
2007-09-01,92.7835
2007-10-01,90.9747826086957
2007-11-01,92.6131818181818
2007-12-01,91.9390476190476
2008-01-01,98.9656521739131
2008-02-01,115.448095238095
2008-03-01,121.77380952381
2008-04-01,111.285
2008-05-01,108.834090909091
2008-06-01,111.337142857143
2008-07-01,115.230869565217
2008-08-01,112.675714285714
2008-09-01,105.377727272727
2008-10-01,88.7682608695652
2008-11-01,90.764
2008-12-01,81.8978260869565
2009-01-01,82.4986363636364
2009-02-01,80.2195
2009-03-01,76.3077272727273
2009-04-01,75.7040909090909
2009-05-01,75.5709523809524
2009-06-01,73.7768181818182
2009-07-01,71.6773913043478
2009-08-01,72.3514285714286
2009-09-01,73.8222727272727
2009-10-01,73.5068181818182
2009-11-01,69.4823809523809
2009-12-01,69.6104347826087
2010-01-01,69.9395238095238
2010-02-01,67.8845
2010-03-01,67.2473913043478
2010-04-01,71.6363636363636
2010-05-01,70.7238095238095
2010-06-01,76.9218181818182
2010-07-01,85.2731818181818
2010-08-01,82.6963636363636
2010-09-01,81.2781818181818
2010-10-01,85.1195238095238
2010-11-01,91.9890909090909
2010-12-01,94.0626086956522
2011-01-01,101.09
2011-02-01,109.35
2011-03-01,118.129130434783
2011-04-01,117.4
2011-05-01,121.983181818182
2011-06-01,117.954090909091
2011-07-01,112.730476190476
2011-08-01,112.06652173913
2011-09-01,106.057272727273
2011-10-01,98.1038095238095
2011-11-01,97.2409090909091
2011-12-01,98.755
2012-01-01,96.7177272727273
2012-02-01,101.980952380952
2012-03-01,103.570909090909
2012-04-01,101.797142857143
2012-05-01,107.088695652174
2012-06-01,105.69619047619
2012-07-01,107.062272727273
2012-08-01,106.520869565217
2012-09-01,104.95
2012-10-01,104.466956521739
2012-11-01,97.6718181818182
2012-12-01,96.5985714285714
2013-01-01,99.5621739130435
2013-02-01,104.0325
2013-03-01,106.070952380952
2013-04-01,101.671818181818
2013-05-01,99.1752173913043
2013-06-01,90.7855
2013-07-01,95.2069565217391
2013-08-01,94.0109090909091
2013-09-01,87.7766666666667
2013-10-01,83.6960869565218
2013-11-01,79.7061904761905
2013-12-01,87.7181818181818
2014-01-01,87.6886956521739
2014-02-01,95.8995
2014-03-01,105.369047619048
2014-04-01,105.571818181818
2014-05-01,102.985
2014-06-01,98.9114285714286
2014-07-01,101.78652173913
2014-08-01,100.254285714286
2014-09-01,100.522727272727
2014-10-01,104.698695652174
2014-11-01,103.0585
2014-12-01,98.2865217391304
2015-01-01,97.885
2015-02-01,98.362
2015-03-01,92.1609090909091
2015-04-01,92.0409090909091
2015-05-01,87.5571428571429
2015-06-01,90.245
2015-07-01,87.1208695652174
2015-08-01,85.7766666666667
2015-09-01,81.495
2015-10-01,82.7790909090909
2015-11-01,81.7409523809524
2015-12-01,79.2747826086956
2016-01-01,74.9257142857143
2016-02-01,74.0414285714286
2016-03-01,75.6791304347826
2016-04-01,80.1771428571429
2016-05-01,83.9331818181818
2016-06-01,85.9404545454546
2016-07-01,90.8157142857143
2016-08-01,91.7865217391304
2016-09-01,96.8827272727273
2016-10-01,103.646666666667
2016-11-01,103.719090909091
2016-12-01,101.854545454545
2017-01-01,108.32
2017-02-01,106.49
2017-03-01,106.734347826087
2017-04-01,103.7605
2017-05-01,98.3591304347826
2017-06-01,101.929090909091
2017-07-01,104.938095238095
2017-08-01,104.51652173913
2017-09-01,99.1842857142857
2017-10-01,98.3913636363636
2017-11-01,91.3277272727273
2017-12-01,87.5647619047619
2018-01-01,88.6073913043478
2018-02-01,89.2025
2018-03-01,88.1409090909091
2018-04-01,88.3057142857143
2018-05-01,88.7395652173913
2018-06-01,86.0695238095238
2018-07-01,84.4177272727273
2018-08-01,80.7395652173913
2018-09-01,76.7
2018-10-01,85.3182608695652
2018-11-01,83.5154545454545
2018-12-01,77.5390476190476
2019-01-01,78.2008695652174
2019-02-01,78.6535
2019-03-01,76.957619047619
2019-04-01,73.2577272727273
2019-05-01,71.1182608695652
2019-06-01,73.9925
2019-07-01,73.9278260869565
2019-08-01,70.8113636363636
2019-09-01,70.6442857142857
2019-10-01,68.6339130434783
2019-11-01,73.2761904761905
2019-12-01,73.3104545454545
2020-01-01,70.5839130434782
2020-02-01,68.0665
2020-03-01,67.4568181818182
2020-04-01,64.0227272727273
2020-05-01,64.5371428571429
2020-06-01,64.6168181818182
2020-07-01,67.6865217391304
2020-08-01,72.6385714285714
2020-09-01,72.7731818181818
2020-10-01,68.3577272727273
2020-11-01,72.382380952381
2020-12-01,71.9460869565217
2021-01-01,70.8138095238095
2021-02-01,73.3715
2021-03-01,73.8595652173913
2021-04-01,74.465
2021-05-01,79.6838095238095
2021-06-01,84.9272727272727
2021-07-01,94.0890909090909
2021-08-01,94.8881818181818
2021-09-01,104.589545454545
2021-10-01,105.304761904762
2021-11-01,109.434545454545
2021-12-01,112.464782608696
2022-01-01,109.712380952381
2022-02-01,109.4265
2022-03-01,103.924782608696
2022-04-01,103.96
2022-05-01,103.155
2022-06-01,103.845454545455
2022-07-01,100.444285714286
2022-08-01,109.689130434783
2022-09-01,111.358181818182
2022-10-01,103.011904761905
2022-11-01,92.595
2022-12-01,92.435
2023-01-01,95.9790909090909
2023-02-01,103.963
2023-03-01,106.487391304348
2023-04-01,115.5835
2023-05-01,122.552173913043
2023-06-01,132.125454545455
2023-07-01,127.583333333333
2023-08-01,124.35652173913
2023-09-01,123.891428571429
2023-10-01,118.835
2023-11-01,122.775909090909
